ParcelId,AddrNum,StPreDir,StName,StType,StSufDir,Address,WARD,NeighborhoodNumber,NeighborhoodName,LowAddrNum,LowAddrSuf,HighAddrNum,HighAddrSuf,Description,Usage,Class,LegalDescription,PropertyType,Side lot Eligible?,Stories,Irregular_Lot,Frontage,NbrOfUnits,SQFT
38309055000,6010,,SUBURBAN,AV,,6010   SUBURBAN AV ,10,48,West End,6010,,6010,,,Vacant Lot,C,C. B. 3830 A SUBURBAN30 FT X 110.93 FT / 113.35 FTDWYERS ADDNLOT W-32,Lot,,0,,,,3384
37919240000,5042,,MINERVA,AV,,5042   MINERVA AV ,10,51,Academy,5042,,5042,,Demolished: 2 story brick,Vacant Lot,C,C B 3791 MINERVA AVE22 FT X 125 FT 2 INLUCAS & HUNTS ADDNLOT E 36BLOCK 10,Lot,,0,,,,2793
37919250000,5036,,MINERVA,AV,,5036   MINERVA AV ,10,51,Academy,5036,,5036,,,Vacant Lot,C,C B 3791 MINERVA AVE31 FT X 125 FT 2 INLUCAS & HUNT ADDNBLOCK 10 LOT W 37,Lot,,0,,,,3915
37969050000,5372,,THEODOSIA,AV,,5372   THEODOSIA AV ,12,50,Wells Goodfellow,5372,,5372,,,Vacant Lot,A,C B 3796 THEODOSIA AVE25 FT X 137 FTLUCAS & HUNT ADDNBLOCK 15 LOT W 23,Lot,,0,,,,3423
37999477000,1354,,ARLINGTON,AV,,1354   ARLINGTON AV ,13,78,Hamilton Heights,1354,,1356,,,Vacant Lot,C,C.B. 3799 ARLINGTON AVE199.50 FT X 117.75 FT X IRREGLUCAS L& HUNT ADDNPT OF LOTS 22 & 23,Lot,,0,Yes,,,25722
38029260000,1393,,SEMPLE,AV,,1393   SEMPLE AV ,13,78,Hamilton Heights,1393,,1395,,,Vacant Lot,C,C. B. 3802 W SEMPLE52 FT X 120 FT 6 INROSE HILL ADDN BLK 10BOUNDED N-38 FT S OF RIDGE AVE,Lot,,0,,,,6267
54019175000,825,,CANAAN,AV,,825 H  CANAAN AV ,13,74,Baden,825,H,825,H,,Vacant Lot,A,C.B. 5401 ALLEY6 FT 8 3/4 IN /8 FT 8 3/8 INX 5 1/2 IN / 0PRIVATE SUBDNNW COR LOT 5,Lot,Yes,0,Yes,,,22
54319300000,8143,,CHURCH,RD,,8143   CHURCH RD ,12,74,Baden,8143,,8143,,,Vacant Lot,A,C.B.5431 CHURCH RD66 FT 10 IN X 140 FTGIMBLIN ADDNLOT S-5,Lot,,0,,,,9572
37729420000,4625,,NEWBERRY,TER,,4625   NEWBERRY TER ,10,54,Lewis Place,4625,,4625,,,Vacant Lot,A,C. B. 3772 NEWBERRY TERR33 FT 4 IN X 145 FTPAGE AVE ADDNLOT E39 W40,Lot,,0,,,,4834
37729490000,4645,,NEWBERRY,TER,,4645   NEWBERRY TER ,10,54,Lewis Place,4645,,4645,,,Vacant Lot,A,C. B. 3772 NEWBERRY TERR25 FT X 145 FTPAGE AVE SUB ADDNBLOCK 3LOT W36,Lot,Yes,0,,,,3627
37759165000,4597,,EVANS,AV,,4597   EVANS AV ,10,54,Lewis Place,4597,,4597,,,Vacant Lot,C,C. B. 3775 E EVANS25 FT X 124 FT 8 INTAYLOR PLACE ADDNLOT E-102,Lot,,0,,,,3117
18879590000,3129,,MAGAZINE,ST,,3129   MAGAZINE ST ,11,59,Jeff Vanderlou,3129,,3131,,,Vacant Lot,C,C. B. 1887 MAGAZINE AVE122 FT 2 5/8 IN X 119 FT 3 IN / 125 FTMCCAUSLAND ADDNLOT 10 THRU 12,Lot,,0,Yes,,,19048
38079260000,1366,,CLARA,AV,,1366   CLARA AV ,13,78,Hamilton Heights,1366,,1366,,,Vacant Lot,A,CB 3807 WA CLARA25 FT X 119 FT 6 1/2 INCROSSWHITE ADDNLOT S-30,Lot,,0,,,,2967
38379030000,5990,,DR MARTIN LUTHER KING,DR,,5990   DR MARTIN LUTHER KING DR ,13,78,Hamilton Heights,5990,,5992,,,Vacant Lot,C,C B 3837 DR MARTIN LUTHER KING DR43 FT 10 IN / 33 FT 3 3/8 IN X126 FT 6 IN / 126 FT 11 3/8 INGAMBLES 2ND ROSE HILL ADDNBLOCK 5N LOT NW9,Lot,,0,,,,4959
42479210000,1247,,GIMBLIN,ST,,1247   GIMBLIN ST ,12,74,Baden,1247,,1247,,one story single family,residential,A,C. B. 4247A GIMBLIN35 FT / 35.05 FT X114.50 FT / 116.39 FTGERLINGS ADDNLOT 105,Building,,,,,,4144
10909075000,2215,,DODIER,ST,,2215   DODIER ST ,14,60,St. Louis Place,2215,,2215,,,Vacant Lot,A,C. B. 1090 N DODIER ST35 FT X 109 FTUNION ADDNLOT E- 7 & W- 8,Lot,Yes,0,,,,3815
25629020000,2234,,KEOKUK,ST,,2234   KEOKUK ST ,8,18,Marine Villa,2234,,2234,,,Vacant Lot,,C. B. 2562 KEOKUK ST25 FT X 127 FT 6 INBOWLINS ADDNBLK 1 LOT 12,Lot,Yes,0,,,,3189
11299075000,1300,,HEBERT,ST,,1300   HEBERT ST ,14,63,Old North St. Louis,1300,,1304,,,Vacant Lot,C,C. B. 1129 HEBERT56 FT X 62 FT 7 IN E. UNION ADDNBLOCK 9 LOT N9 & 10 NE 8,Lot,Yes,0,,,,3505
24739240000,1925,E,GRAND,BLVD,,1925  E GRAND BLVD ,14,66,College Hill,1925,,1925,,,Vacant Lot,C,C. B. 2473 GRAND34.92 FT / 32.40 FT X 106 FT / 115 FTJ G BRYANS 2ND ADDNBLK 39 LOT E 24,Lot,,0,,,,3369
24799090000,2116,,OBEAR,AV,,2116   OBEAR AV ,14,66,College Hill,2116,,2116,,Demolished: 2 story brick,Vacant Lot,A,C. B. 2479 OBEAR50 FT X 120 FTJ BRYAN EST ADDNBLK 47 LOT 5,Lot,,0,,,,6000
38319320000,5941,,ETZEL,AV,,5941   ETZEL AV ,10,48,West End,5941,,5941,,,Vacant Lot,C,C. B. 3831 ETZEL32 FT X 268 FT / 267 FTROSE HILL ADDNBLOCK 28LOT E-14,Lot,,0,,,,8714
11819155000,1509,,ANGELRODT,ST,,1509   ANGELRODT ST ,14,65,Hyde Park,1509,,1509,,2 story 2 unit brick,Residential,A,C. B. 1181 S ANGELRODT26 FT X 93 FT 9 INFARRARS ADDNBLOCK 30 LOT 45,Building,,2,,,,2446
12409180000,3923,N,FLORISSANT,AV,,3923  N FLORISSANT AV ,14,65,Hyde Park,3923,,3923,,,Vacant Lot,C,C. B. 1240 NORTH FLORISSANT25 X 139 FT 6 INW BREMEN ADDN BLOCK 3LOT 7,Lot,,0,,,,3508
19469040000,4122,,GROVE,ST,,4122   GROVE ST ,14,67,Fairground Neighborhood,4122,,4124,,,Vacant Lot,A,C.B.1946 GROVE ST33 FT 10 IN X 90 FTBAILEYS SECOND ADDNLOT N-11,Lot,,0,,,,3049
43809025000,4225,N,EUCLID,AV,,4225  N EUCLID AV ,12,69,Penrose,4225,,4225,,,Vacant Lot,A,C. B. 4380 E EUCLID AVE45 FT 6 IN X 115 FTPENROSE HTS ADDNBLOCK 1LOT 27 S-26 N-28,Lot,,0,,,,5302
43809040000,4215,N,EUCLID,AV,,4215  N EUCLID AV ,12,69,Penrose,4215,,4215,,,Vacant Lot,A,C. B. 4380E EUCLID26.62 FT X 115 FTPENROSE HTS ADDNBLOCK 1LOT S-31,Lot,Yes,0,,,,3090
43839230000,4136,,CLARA,PL,,4136   CLARA PL ,12,69,Penrose,4136,,4136,,,Vacant Lot,C,C. B. 4383 SB CLARA PL25 FT X 110 FTDEVINS ADDNBD N-40 FT SSL OF LEE AVE,Lot,Yes,0,,,,2718
37009130000,4420,,ALDINE,AV,,4420   ALDINE AV ,12,57,The Ville,4420,,4420,,,Vacant Lot,C,C. B. 3700 ALDINE ST25 FT X 127 FTWASHINGTONS 3RD ADDNLOT E 12,Lot,,0,,,,3162
37059440000,2522,N,TAYLOR,AV,,2522  N TAYLOR AV ,12,57,The Ville,2522,,2524,,,Vacant Lot,C,C. B. 3705 TAYLOR AVE34 FT X 150 FTWASH ESTATE ADDN BLOCK 6BOUNDED N-25 FT S SL OF COTTAGE,Lot,,0,,,,5100
37159130000,4558,,MAFFITT,AV,,4558   MAFFITT AV ,12,56,Greater Ville,4558,,4558,,,Vacant Lot,A,C. B. 3715 MAFFITT20 FT X 145 FTTAYLORS ADDNLOT W 29 E 30,Lot,,0,,,,2922
37179100000,4568,,COTTAGE,AV,,4568   COTTAGE AV ,12,56,Greater Ville,4568,,4568,,,Vacant Lot,A,C. B. 3717 COTTAGE AVE25 FT X 130 FT 11 INWASHS 3RD ADDNBLOCK 21 LOT E 7,Lot,,0,,,,3261
36279150000,3816,,LABADIE,AV,,3816   LABADIE AV ,11,59,Jeff Vanderlou,3816,,3816,,,Vacant Lot,A,"C.B.3627 LABADIE30FT X 142 FT 6 INCHOUTEAU PL ADDNLOT E 47 "" W 48",Lot,,0,,,,4275
35879480000,3825,,SHERMAN,PL,,3825   SHERMAN PL ,11,67,Fairground Neighborhood,3825,,3825,,,Vacant Lot,A,C B 3587 SHERMAN PL30 FT X 110 FTCLINE & JAMISONS ADDNLOT 60 E 61,Lot,,0,,,,3300
35879510000,3837,,SHERMAN,PL,,3837   SHERMAN PL ,11,67,Fairground Neighborhood,3837,,3837,,,Vacant Lot,A,C B 3587 SHERMAN PL25 FT X 110 FTCLINE & JAMISONLOT 64,Lot,,0,,,,2751
35879460000,3821,,SHERMAN,PL,,3821   SHERMAN PL ,11,67,Fairground Neighborhood,3821,,3821,,,Vacant Lot,A,C B 3587 SHERMAN PL25 FT X 110 FTCLINE & JAMISONS SUBDNLOT 58,Lot,,0,,,,2751
35689190000,4260,,ATHLONE,AV,,4260   ATHLONE AV ,11,68,O'Fallon,4260,,4260,,,Vacant Lot,A,C. B. 3568 ATHLONE AVE30 FT X 155 FT 9 3/4 INWANSTRATH PLACE ADDNLOT 21,Lot,,0,,,,4645
35599070000,4416,,ROSALIE,ST,,4416   ROSALIE ST ,11,69,Penrose,4416,,4420,,,Vacant Lot,A,C. B. 3559 ROSALIE60 FT 7 5/8 IN X 125 FTHUTCHINSON 3RD ADDNLOTS PT 24 25 26BOUNDED N 83 FT S SL OF CARRIE AVE,Lot,,0,,,,7645
37729260000,4622,,VERNON,AV,,4622   VERNON AV ,10,54,Lewis Place,4622,,4622,,,Vacant Lot,A,C. B. 3772 VERNON AVE25 FT X 145 FTPAGE AVE ADDNBLOCK 3 LOT W-3,Lot,,0,,,,3627
36979080000,4342,,GARFIELD,AV,,4342   GARFIELD AV ,12,57,The Ville,4342,,4342,,,Vacant Lot,C,C. B. 3697 GARFIELD25 FT X 130 FT 6 INWASH ESTATE 3RD ADDNBLOCK 12LOT W-6,Lot,,0,,,,3258
37039160000,4412,,NORTH MARKET,ST,,4412   NORTH MARKET ST ,12,57,The Ville,4412,,4414,,,Vacant Lot,C,C. B. 3703 N MARKET38 FT 4 IN X 130 FT 6 INWASHINGTON EST ADDNLOT W-14,Lot,,0,,,,4992
36849090000,4254,W,GARFIELD,AV,,4254  W GARFIELD AV ,12,57,The Ville,4254,,4254,,,Vacant Lot,C,C B 3684 GARFIELD AV50 FT X 123 FT 6 INWASH EST ADDNBLK 15  LOT N-7,Lot,,0,,,,6213
36819130000,4210,,ALDINE,AV,,4210   ALDINE AV ,12,57,The Ville,4210,,4210,,1 story 1 unit brick,Residential,C,C. B. 3681 ALDINE50 FT X 85 FT 5 INWASH ESTATE ADDNBLOCK 1 LOT 22 23,Building,,1,,,,4352
36739010000,4280,,ST LOUIS,AV,,4280   ST LOUIS AV ,12,57,The Ville,4280,,4280,,,Vacant Lot,A,C. B. 3673 ST LOUIS AVE28 FT X 152 FT 6 INCHOUTEAU PL ADDNLOT W35,Lot,,0,,,,4332
37269340000,4319,,PAGE,BLVD,,4319   PAGE BLVD ,12,58,Vandeventer,4319,,4319,,,Vacant Lot,A,C. B. 3726 PAGE BLVD30 FT X 150 FTEVANS PL ADDNBLOCK 5LOT W-3 E-4,Lot,,0,,,,4589
44629085000,4542,,ASHLAND,AV,,4542   ASHLAND AV ,12,56,Greater Ville,4542,,4542,,,Vacant Lot,A,C. B. 4462 N ASHLAND25 FT 5 IN X 146 FTPRI SUB ADDNLOT W 8,Lot,Yes,0,,,,3723
44669165000,4268,,ASHLAND,AV,,4268 R  ASHLAND AV ,12,56,Greater Ville,4268,R,4268,R,,Vacant Lot,C,CB 4466 ALLEY52FT 2 3/4IN X 53FT 1 3/8INMINTERT ADDNLOTS S-1 & SE-2,Lot,,0,,,,3317
11879130000,1409,,SALISBURY,ST,,1409   SALISBURY ST ,14,65,Hyde Park,1409,,1409,,,Vacant Lot,C,C. B. 1187 SALISBURY ST25 FT X 169 FT 7 INFARRAR ADDNLOT W-6,Lot,,0,,,,4240
37009300000,4441,,DR MARTIN LUTHER KING,DR,,4441   DR MARTIN LUTHER KING DR ,12,57,The Ville,4441,,4445,,,Vacant Lot,C,C B 3700 DR MARTIN LUTHER KING DR50 FT X 127 FTWASH 3RD ADDNBLOCK 1 LOT 25,Lot,,0,,,,6357
37039090000,4432,,NORTH MARKET,ST,,4432   NORTH MARKET ST ,12,57,The Ville,4432,,4432,,,Vacant Lot,C,C. B. 3703 N MARKET25 FT X 130 FT 6 INWASH 3RD ADDNLOT E-10,Lot,,0,,,,3290
37059430000,2520,N,TAYLOR,AV,,2520  N TAYLOR AV ,12,57,The Ville,2520,,2520,,,Vacant Lot,C,C. B. 3705 TAYLOR AVE25 FT X 150 FTWASH ESTATE ADDN BLOCK 6 LOT PT 46BOUNDED N-59 FT S OF COTTAGE AVE,Lot,,0,,,,3750
44689130000,4238,W,LABADIE,AV,,4238  W LABADIE AV ,12,56,Greater Ville,4238,,4238,,,Vacant Lot,C,C. B. 4468 2 S LABADIE25 FT X 174 FT 5 INCLAGGETTS ADDNLOT 44,Lot,,0,,,,3686
45039185000,5256,,NORTHLAND,AV,,5256   NORTHLAND AV ,12,52,Kingsway West,5256,,5256,,one story single family,residential,A,C.B. 4503S NORTHLAND AVE30 FT X 145 FTKLINGER ADDNLOT 28 BLK 1,Building,,,,,,4344
37159140000,4556,,MAFFITT,AV,,4556   MAFFITT AV ,12,56,Greater Ville,4556,,4556,,,Vacant Lot,A,C. B. 3715 MAFFITT AVE20 FT X 145 FTTAYLORS ADDNLOTS W 28 E 29,Lot,,0,,,,2922
37179110000,4562,,COTTAGE,AV,,4562   COTTAGE AV ,12,56,Greater Ville,4562,,4562,,,Vacant Lot,A,C. B. 3717 COTTAGE AVE25 FT X 130 FT 11 INWASH 3RD ADDNBLOCK 21 LOT W 8,Lot,,0,,,,3277
37179120000,4560,,COTTAGE,AV,,4560   COTTAGE AV ,12,56,Greater Ville,4560,,4560,,,Vacant Lot,A,C B 3717 COTTAGE AV25 FT X 130 FT 11 INWASH EST ADDNBLOCK 21 LOT E 8,Lot,,0,,,,3264
37069080000,4432,,KENNERLY,AV,,4432   KENNERLY AV ,12,57,The Ville,4432,,4432,,1.5 story 1 unit brick,Residential,A,C. B. 3706 KENNERLY26 FT X 133 FT 7 1/2 INWM G TAYLOR ADDNLOT W 10,Building,,1.5,,,,3497
36199180000,3112,N,NEWSTEAD,AV,,3112  N NEWSTEAD AV ,12,56,Greater Ville,3112,,3112,,,,,C.B.3619 ?2 NEWSTEAD27FT 3 IN X 97.81 FTSCANLONS ADDNLOT 32,,,,,,,2653
35879425000,4121,,PRAIRIE,AV,,4121   PRAIRIE AV ,11,67,Fairground Neighborhood,4121,,4121,,,Vacant Lot,A,C B 3587 PRAIRIE AVE55 FT X 122 FT 6 INCLINE & JAMISON ADDNLOT S PT 51 TO 54,Lot,,0,,,,6740
35879490000,3829,,SHERMAN,PL,,3829   SHERMAN PL ,11,67,Fairground Neighborhood,3829,,3831,,2 story 4 unit brick,Residential,A,C B 3587 SHERMAN PLACE45 FT X 110 FTCLINE & JAMISONS SUBDNLOT 62 W 61,Building,,2,,,,4953
45319230000,1974,,CLARA,AV,,1974   CLARA AV ,13,50,Wells Goodfellow,1974,,1974,,,Vacant Lot,C,C.B. 4531 CLARA25 FT X 138 FT 7 1/2 INARLINGTON GRV ADDNLOT PT. 14BOUNDED N-25 FT S OF WABADA,Lot,,0,,,,3456
45319240000,1976,,CLARA,AV,,1976   CLARA AV ,13,50,Wells Goodfellow,1976,,1976,,,Vacant Lot,C,C.B. 4531 CLARA25 FT X 138 FT 7 1/2 INARLINGTON ADDNBLOCK 1 LOT N-14,Lot,,0,,,,3395
45319250000,5568,,WABADA,AV,,5568   WABADA AV ,13,50,Wells Goodfellow,5568,,5568,,,Vacant Lot,C,C.B. 4531 WABADA2 FT 6 IN X 75 FTARLINGTON GRV ADDNLOT N.E-14,Lot,,0,Yes,,,186
45349220000,2832,,BURD,AV,,2832   BURD AV ,13,50,Wells Goodfellow,2832,,2832,,vacant lot w/ green lien,Vacant Lot,A,C.B. 4534 BURD AVE30 FT X 190 FTMT. ST. EDWARD ADDNLOT 21,Lot,,0,,,,5698
45349270000,5538,,ST LOUIS,AV,,5538   ST LOUIS AV ,13,50,Wells Goodfellow,5538,,5538,,,Vacant Lot,A,C.B. 4534 ST LOUIS25 FT X 135 FTR K FLORIDA ADDNLOT W-16,Lot,,0,,,,3375
45259040000,1906,,BELT,AV,,1906   BELT AV ,13,50,Wells Goodfellow,1906,,1906,,,Vacant Lot,A,C.B. 4525 BELT27 FT 6 IN X 120 FTGOODFELLOW PL ADDNLOT 4,Lot,,0,,,,3302
45259050000,1908,,BELT,AV,,1908   BELT AV ,13,50,Wells Goodfellow,1908,,1908,,,Vacant Lot,A,C.B. 4525 BELT30 FT X 170 FT 6 INGOODFELLOW ADDNLOT N-11,Lot,,0,,,,5103
45259060000,1910,,BELT,AV,,1910   BELT AV ,13,50,Wells Goodfellow,1910,,1910,,,vacant lot,,C.B. 4525 BELT AVE30 FT X 170 FTGOODFELLOW PL ADDNLOT S PT-12,Lot,,,,,,5100
45349280000,5536,,ST LOUIS,AV,,5536   ST LOUIS AV ,13,50,Wells Goodfellow,5536,,5536,,1 story 1 unit frame,Residential,A,C.B. 4534 ST LOUIS AVE25 FT X 135 FTALONZO K FLORIDA ADDNLOT E-16,Building,,1,,,,3375
45239010000,5421,,WABADA,AV,,5421   WABADA AV ,13,50,Wells Goodfellow,5421,,5427,,,Vacant Lot,A,C. B. 4523 SEMPLE AVE95 FT X 172 FT 6 INGOODFELLOW PL ADDN LOT S-35,Lot,,0,Yes,,,16437
45239020000,2510,,SEMPLE,AV,,2510   SEMPLE AV ,13,50,Wells Goodfellow,2510,,2512,,vacant lot w/ green lien,Vacant Lot,A,C. B. 4523 SEMPLE AVE45 FT X 172 FT 6 INGOODFELLOW ADDNLOT N35,Lot,,0,,,,7809
42479160000,8413,,NEWBY,ST,,8413   NEWBY ST ,12,74,Baden,8413,,8415,,no street access,Vacant Lot,A,CB 4247A NEWBY49.25 FT X 120 FT X IRREGGIMBLIN ADDNBND N- 85FT S OF SELLS AV,Lot,,0,,,,7290
41869270000,3417,S,SPRING,AV,,3417  S SPRING AV ,6,15,Tower Grove South,3417,,3417,,,Vacant Lot,A,C. B. 4186 S SPRING AVE7 FT 6 IN X 53 FTHUNTS ADDNLOT NE 9,Lot,Yes,0,Yes,,,310
42889170000,8941,,NEWBY,ST,,8941   NEWBY ST ,13,74,Baden,8941,,8941,,vacant lot w/ green lien,Vacant Lot,A,C.B. 4288 NEWBY25 FT X 127 FT 6 INHORNSBY HTS ADDNBLK 1 LOT 21,Lot,,0,,,,3169
42889180000,8937,,NEWBY,ST,,8937   NEWBY ST ,13,74,Baden,8937,,8937,,,Vacant Lot,A,1.B. 4288 NEWBY25 FT X 127 FT 6 INHORNSBY HEIGHTS ADDNBLOCK 1 LOT 20,Lot,,0,,,,3168
24039180000,4015,N,21ST,ST,,4015  N 21ST ST ,14,65,Hyde Park,4015,,4015,,,Vacant Lot,C,CB 2403 21ST ST28 FT X 118 FT 4 INPRIV SURV BY PITZMANBD N-135 FT S OF ANGELICA,Lot,,0,,,,3005
23999030000,4016,,GLASGOW,AV,,4016   GLASGOW AV ,14,65,Hyde Park,4016,,4016,,,Vacant Lot,A,C. B.2399 GLASGOW25 FT X 106 FT 6 INBENTJINS ADDNLOT 33,Lot,,0,,,,2653
44089555000,4618,,MARGARETTA,AV,,4618   MARGARETTA AV ,11,69,Penrose,4618,,4618,,,Vacant Lot,A,C. B. 4408C MARGARETTA25 FT X 124 FTFLORENCE PLACE ADDNBLOCK 3LOT 31,Lot,,0,,,,3101
44089565000,4612,,MARGARETTA,AV,,4612   MARGARETTA AV ,11,69,Penrose,4612,,4612,,single family,,,C. B. 4408C MARGARETTA37 FT 6 IN X 123 FT 8 INFLORENCE PL ADDNBLOCK 3LOT 34 E-33,,,,,,,4631
44129305000,4415,,KOSSUTH,AV,,4415 R  KOSSUTH AV ,11,69,Penrose,4415,R,4415,R,median w/ green lien,Vacant Lot,A,C. B. 4412E NO FRONT25 FT X 259 FT 11 INBND N-ULRICH E-W REALTY CO S-SELF W-LEWI,Lot,,0,Yes,,,7014
44129310000,4455,,KOSSUTH,AV,,4455 R  KOSSUTH AV ,11,69,Penrose,4455,R,4455,R,vacant lot w/ green lien,Vacant Lot,A,C. B. 4412E NO FRONT25 FT X 409 FT 11 INGRAND-COMPTON FIELDS ADDNBND N-SELF E-W REALTY COS-FIRSTER ET AL W-SCHULTE ET AL,Lot,,0,Yes,,,10477
38049380000,1485,,STEWART,PL,,1485   STEWART PL ,13,78,Hamilton Heights,1485,,1485,,,Vacant Lot,C,C. B. 3804 STEWART PL50 FT X 155 FTSTEWART'S SUBDNLOT 3,Lot,,0,,,,7756
38079280000,1378,,CLARA,AV,,1378   CLARA AV ,13,78,Hamilton Heights,1378,,1378,,2 story two family,residential,A,C.B. 3807 WA CLARA25 FT X 119 FT 6 INCROSSWHITES ADDNLOT N-32,Building,,,,,,2979
38229035000,5864,,RIDGE,AV,,5864   RIDGE AV ,13,78,Hamilton Heights,5864,,5864,,,Vacant Lot,A,C B 3822 N RIDGE AV50 FT X 107 FT 1 INGAMBLES 2ND ROSE HILL ADDNLOT PT 7BD W-269 FT E OF HAMILTON AV,Lot,,0,,,,5354
44259360000,4112,,CLARENCE,AV,,4112   CLARENCE AV ,11,68,O'Fallon,4112,,4114,,vacant lot w/ green lien,Vacant Lot,A,"C. B. 4425 CLARENCE37 FT 6 IN X 115 FTROSENBERG & BERRY ADLOT 28, N-27",Lot,,0,,,,4287
44289190000,4110,W,LEE,AV,,4110  W LEE AV ,11,68,O'Fallon,4110,,4110,,,Vacant Lot,A,C. B. 4428 LEE AVE25 FT X 114 FTGERHARD ADDNLOT 4,Lot,,0,,,,3102
44409100000,3529,,CLAY,AV,,3529   CLAY AV ,12,56,Greater Ville,3529,,3531,,,Vacant Lot,A,CB 4440 EA LEXINGTON24 FT 3 IN X 179 FTJ B CLAYS ADDNLOT 32,Lot,,0,,,,4372
44139540000,4443,,LEE,AV,,4443   LEE AV ,11,69,Penrose,4443,,4445,,,Vacant Lot,A,C. B. 4413 LEE AVE57 FT 2 IN X 101 FT 1 1/4 INMCCUNE & VANDEVENTER ADDNLOT SW8 S9,Lot,,0,,,,5785
44169455000,4449,,BESSIE,AV,,4449   BESSIE AV ,11,69,Penrose,4449,,4449,,,Vacant Lot,A,C. B. 4416 SA BESSIE30 FT X 107 FT 6 INNEWSTEAD HTS ADDNLOT 15,Lot,,0,,,,3228
44169460000,4455,,BESSIE,AV,,4455   BESSIE AV ,11,69,Penrose,4455,,4455,,Demolished: 2 story frame,Vacant Lot,A,C. B. 4416SA BESSIE45 FT X 108 FTNEWSTEAD HTS ADDNLOT 14,Lot,,0,,,,4843
44129315000,4443,,KOSSUTH,AV,,4443 R  KOSSUTH AV ,11,69,Penrose,4443,R,4443,R,,Vacant Lot,A,C. B. 4412 E NO FRONT27 FT 7 1/2 IN X 375 FTMAGILLS SUBDN ADDNLOT N-7 TO 21,Lot,,0,,,,9669
44109055000,4452,,MARGARETTA,AV,,4452   MARGARETTA AV ,11,69,Penrose,4452,,4452,,,Vacant Lot,A,C. B. 4410A MARGARETTA30 FT X 199 FT 7 INHECKMAN PRIVATE ADDNLOT 11,Lot,,0,,,,5990
12409030000,3908,N,22ND,ST,,3908  N 22ND ST ,14,65,Hyde Park,3908,,3908,,,Vacant Lot,C,"C. B. 1240 22ND37 FT 6 IN X 143 FTW BREMEN ADDNLOT-21, S-22",Lot,,0,,,,5363
38029225000,1388,,BELT,AV,,1388   BELT AV ,13,78,Hamilton Heights,1388,,1388,,,Vacant Lot,C,C. B. 3802 W BELT25 FT X 120 FT 7 3/8 INROSE HILL ADDN BLK 10BOUNDED N-115 FT S OF RIDGE,Lot,Yes,0,,,,3009
37899230000,5022,,WELLS,AV,,5022   WELLS AV ,10,51,Academy,5022,,5022,,1.5 story 1 unit brick,Residential,C,C B 3789 WELLS25 FT X 113 FTLUCAS & HUNT ADDNBLOCK 8 LOT W 36,Building,,1.5,,,,2811
37799240000,1541,,MARCUS,AV,,1541   MARCUS AV ,12,55,Kingsway East,1541,,1541,,,Vacant Lot,A,C B 3779 MARCUS37 FT X 100 FTCHRISTIANDS ADDN LOT NE 1BND N COTE BRILLIANTE,Lot,,0,,,,4070
38189290000,1404,,GOODFELLOW,BLVD,,1404   GOODFELLOW BLVD ,13,78,Hamilton Heights,1404,,1404,,,Vacant Lot,A,C. B. 3818 WA GOODFELLOW BLVD32 FT X 126 FT 7 INMT GAMBLE ADDNLOT N-28 S-29,Lot,,0,,,,4055
38219535000,5880,,WELLS,AV,,5880   WELLS AV ,13,78,Hamilton Heights,5880,,5880,,,Vacant Lot,A,C.B. 3821 W WELLS40 FT X 30 FT 10 1/2 INROSE HILL ADDNBOUNDED W-ALLEYBND E-91 FT W WL OF ROWAN AV,Lot,,0,,,,1317
38249325000,1275,,GOODFELLOW,BLVD,,1275   GOODFELLOW BLVD ,10,48,West End,1275,,1275,,,Vacant Lot,C,C B 3824 GOODFELLOW39 FT 11 1/8 IN X 126 FT 9 IN/ 123 FT 5 INGAMBLES ROSE HILL ADDN BLK 22 LOT N 18BD S-200 FT N NL JULIAN N-SL ALLEY,Lot,,0,,,,5070
37659150000,767,,AUBERT,AV,,767   AUBERT AV ,10,53,Fountain Park,767,,767,,,Vacant Lot,A,C. B. 3765 N AUBERT36 FT X 170 FTAUBERT PLACE ADDNBLOCK 1LOTS S PT 38 N PT 39,Lot,,0,,,,6120
38359245000,5969,,ROMAINE,PL,,5969   ROMAINE PL ,13,78,Hamilton Heights,5969,,5969,,2 story 2 unit brick,Residential,A,C B 3835 N ROMAINE PL30 FT X 103 FT 7 3/4 INOXFORD PLACE ADDNBLOCK 1LOT 20,Building,,2,,,,3112
37859010000,1320,N,EUCLID,AV,,1320  N EUCLID AV ,10,53,Fountain Park,1320,,1320,,,Vacant Lot,A,C B 3785 EUCLID AV25 FT X 170 FT 3 INLUCAS & HUNT ADDNBLOCK 4 LOT S 8,Lot,,0,,,,4257
18879070000,1806,,COLEMAN,ST,,1806   COLEMAN ST ,11,59,Jeff Vanderlou,1806,,1806,,,Vacant Lot,C,C. B. 1887 COLEMAN ST20 FT X 120 FTLAFLIN & SMITH ADDNBLOCK 3 LOT N-21 S-22,Lot,,0,,,,2404
37859220000,1347,,BAYARD,AV,,1347   BAYARD AV ,10,53,Fountain Park,1347,,1351,,,Vacant Lot,A,C B 3785 BAYARD AV50 FT / 100 FT 8 IN X 170 FT 3 1/2 IN /177 FT 3 1/8 INLUCAS & HUNT ADDNBLK 4 LOT N-22,Lot,,0,Yes,,,12937
