ParcelId,AddrNum,StPreDir,StName,StType,StSufDir,Address,WARD,NeighborhoodNumber,NeighborhoodName,LowAddrNum,LowAddrSuf,HighAddrNum,HighAddrSuf,Description,Usage,Class,LegalDescription,PropertyType,Side lot Eligible?,Stories,Irregular_Lot,Frontage,NbrOfUnits,SQFT
04099040000,1220,,LAFAYETTE,AV,,1220   LAFAYETTE AV ,8,33,Peabody Darst Webbe,1220,,1220,,demolished gas station,Vacant Lot,,C B 0409 LAFAYETTE76FT/124 FT 6 IN X 34 FT 8 7/8 IN/81 FTHY 6 SOULARDS ADDNLOTS 1 & PT 2 & 3,Lot,,,,,,7715
49969180000,5928,,HIGHLAND,AV,,5928   HIGHLAND AV ,13,50,Wells Goodfellow,5928,,5928,,Demolished: 2 story brick,Vacant Lot,A,C. B. 4996 HIGHLAND30 FT X 125 FT 6 INMT AUBURN ADDNLOT W23,Lot,,0,,,,3411
49969190000,5924,,HIGHLAND,AV,,5924   HIGHLAND AV ,13,50,Wells Goodfellow,5924,,5924,,,Vacant Lot,A,C. B. 4996 HIGHLAND40 FT X 124 FT 4 INMT GAMBLE ADDNLOT W22-E23,Lot,,0,,,,5234
44249080000,4125,,CLARENCE,AV,,4125   CLARENCE AV ,11,68,O'Fallon,4125,,4125,,vacant lot w/ green lien,Vacant Lot,A,C. B. 4424 CLARENCE25 FT X 115 FTROSENBERG ADDNLOT 7,Lot,Yes,0,,,,2880
49929310000,5806,,LOTUS,AV,,5806   LOTUS AV ,13,50,Wells Goodfellow,5806,,5806,,,Vacant Lot,C,C B 4992 LOTUS50 FT X 126 FT 6 INMT AUBURN ADDNLOT W-21 & E-22,Lot,,0,,,,5393
48259510000,2729,,ARLINGTON,AV,,2729   ARLINGTON AV ,13,50,Wells Goodfellow,2729,,2729,,,Vacant Lot,A,C. B. 4825 ARLINGTON50 FT X 172 FT 8 1/2 INMASS. MUTUAL INS. COBLOCK 2LOT 21,Lot,,0,,,,8648
24449340000,4417,N,19TH,ST,,4417  N 19TH ST ,14,66,College Hill,4417,,4417,,,Vacant Lot,C,C. B. 2444 19TH ST25 FT X 130 FTBISSELL PK ADDNLOT S-21,Lot,,0,,,,3256
24769040000,2038,,GANO,AV,,2038   GANO AV ,14,66,College Hill,2038,,2038,,,Vacant Lot,C,C B 2476 GANO AV50 FT X 110 FTJ G BRYANS ESTATE 2ND ADDNBLOCK 44 LOT 3,Lot,,0,,,,5525
24829250000,4307,,JOHN,AV,,4307   JOHN AV ,11,67,Fairground Neighborhood,4307,,4309,,,Vacant Lot,A,C B 2482 JOHN AVE50 FT X 107.5 FTRYANS ADDNBLK 52LOT 16,Lot,,0,,,,5418
52379480000,5643,,ST LOUIS,AV,,5643   ST LOUIS AV ,13,50,Wells Goodfellow,5643,,5643,,vacant lot w/ green lien,Vacant Lot,A,C. B. 5237 ST LOUIS AVE40 FT/41.65 FT X 107.66 FT/108.07 FTMOTOR HTS ADDNBLOCK 2LOT 48 W-47,Lot,,0,,,,4452
33069120000,4238,,PRAIRIE,AV,,4238   PRAIRIE AV ,11,67,Fairground Neighborhood,4238,,4238,,,Vacant Lot,,C. B. 3306 PRAIRIE AV25 FT X 132 FTBRYANS 2 ADDN  BLOCK 57LOT S-8,Lot,,0,,,,3259
52549080000,5554,,POWERS,AV,,5554   POWERS AV ,13,50,Wells Goodfellow,5554,,5554,,,Vacant Lot,A,C. B. 5254 POWERS AVE25 FT X 108 FTST EDWARDS ADDNBLOCK 4 LOT 25,Lot,,0,,,,2685
52549090000,5550,,POWERS,AV,,5550   POWERS AV ,13,50,Wells Goodfellow,5550,,5550,,,Vacant Lot,A,C. B.5254 POWERS ST25 FT X 108 FTMT ST EDWARDS ADDNBLOCK 4 LOT 26,Lot,,0,,,,2685
52549100000,2715,,BURD,AV,,2715   BURD AV ,13,50,Wells Goodfellow,2715,,2719,,,Vacant Lot,A,C. B. 5254 POWERS49 FT 6 1/2 IN X 108 FTM ST EDW ADDNBLOCK 4 LOT 27 28,Lot,,0,,,,5315
51269300000,5459,,WREN,AV,,5459   WREN AV ,13,72,Walnut Park East,5459,,5459,,vacant lot w/ green lien,Vacant Lot,C,C.B.5126 WREN50 FT X 135 FT 6 INWALNUT PK ADDNBLK 12 LOT 5,Lot,,0,,,,6931
48229350000,2945,,SEMPLE,AV,,2945   SEMPLE AV ,13,50,Wells Goodfellow,2945,,2945,,vacant lot w/ green lien,Vacant Lot,A,C.B.4822 SEMPLE AVE37 FT 6 IN X 172 FT 6 INMASS MUTUAL LIFE INS CO ADDNBLOCK 6LOT N-25 & S-26,Lot,,0,,,,6476
38229300000,5895,,ROMAINE,PL,,5895   ROMAINE PL ,13,78,Hamilton Heights,5895,,5895,,Demolished: 2.5 story brick,Vacant Lot,A,C. B. 3822 N ROMAINE PL39 FT 4 3/4 IN / 48 FT 4 5/8 IN X107 FT 1 IN / 107 FT 5 3/8 INP. P. GREENS ADDNBLOCK 1 LOT 17,Lot,,0,,,,4694
52849020000,5248,,THEODOSIA,AV,,5248   THEODOSIA AV ,12,52,Kingsway West,5248,,5248,,,vacant lot,,C. B. 5284 THEODOSIA30 FT X 125 FTCHRISTIAN BROTHERS COLLEGE ADDNLOT 37,Lot,,,,,,3738
52919450000,4921,,DAVISON,AV,,4921   DAVISON AV ,13,72,Walnut Park East,4921,,4921,,1 story 1 unit frame,Residential,C,C. B. 5291 DAVISONA VE30 FT X 121 FT 5 INSTRODTMAN HTS ADDNBLOCK 1LOT 7,Building,,1,,,,3637
52919460000,4917,,DAVISON,AV,,4917   DAVISON AV ,13,72,Walnut Park East,4917,,4917,,,Vacant Lot,C,C. B. 5291 DAVISON30 FT X 121 FT 4 INSTRODTMAN ADDNBLOCK 1 LOT 6,Lot,,0,,,,3638
52939300000,4955,,EMERSON,AV,,4955   EMERSON AV ,13,72,Walnut Park East,4955,,4955,,,Vacant Lot,C,C.B. 5293 EMERSON AVE30 FT X 125 FTSTRODTMAN HTS ADDNBLOCK 3 LOT 34,Lot,,0,,,,3809
45209130000,3412,,SEMPLE,AV,,3412   SEMPLE AV ,13,50,Wells Goodfellow,3412,,3412,,1 story 1 unit frame,Residential,C,C. B. 4520 SEMPLE AVE50 FT X 173 FT 5 INBURROWS ADDNLOT 11,Building,,1,,,,8514
45229310000,1963,,ARLINGTON,AV,,1963   ARLINGTON AV ,13,50,Wells Goodfellow,1963,,1963,,,Vacant Lot,A,C.B. 4522 ARLINGTON AVE25 FT X 110 FTGOODFELLOW PL ADDNLOT PT. 43 BOUNDED50 FT S OF WABADA,Lot,,0,,,,2750
45229320000,1961,,ARLINGTON,AV,,1961   ARLINGTON AV ,13,50,Wells Goodfellow,1961,,1961,,,Vacant Lot,A,C. B. 4522 ARLINGTON25 FT X 115 FTARLINGTON PL ADDNLOT PT 43 BNDN-75 FT S SL OF WABADA,Lot,,0,,,,2875
45249240000,2719,,SEMPLE,AV,,2719   SEMPLE AV ,13,50,Wells Goodfellow,2719,,2719,,Demolished: 1 story brick,Vacant Lot,A,C.B.4524 SEMPLE25 FT X 172 FT 9 INGOODFELLOW PL ADDNLOT N-19,Lot,,0,,,,4301
52019585000,5661,,KENNERLY,AV,,5661   KENNERLY AV ,13,50,Wells Goodfellow,5661,,5703,,,Vacant Lot,A,"C.B. 5201 KENNERLY AV75 FT X 105 FTLINCOLN HGTS ADDNBLK 3 LOTS 25, 26 & 27",Lot,,0,,,,7877
52019600000,5711,,KENNERLY,AV,,5711   KENNERLY AV ,13,50,Wells Goodfellow,5711,,5711,,1 story 1 unit frame - demolished (DED),Vacant Lot,,C. B. 5201 KENNERLY25 FT X 105 FTLINCOLN HGTS ADDNBLK 3 LOT 22,Lot,,,,,,2626
52029620000,5727,,MAFFITT,AV,,5727   MAFFITT AV ,13,50,Wells Goodfellow,5727,,5727,,,Vacant Lot,A,C. B. 5202 MAFFITT25 FT X 105 FTLINCOLN HGTS ADDNBLOCK 4 LOT 16,Lot,,0,,,,2626
51289370000,5421,,GILMORE,AV,,5421   GILMORE AV ,13,72,Walnut Park East,5421,,5421,,2 story 2 unit,Residential,A,C.B.5128 GILMORE50 FT X 138 FT 6 INWALNUT PK ADDNLOT 12,Building,,2,,,2,6893
52019590000,5709,,KENNERLY,AV,,5709   KENNERLY AV ,13,50,Wells Goodfellow,5709,,5709,,1 story 1 unit frame - demolished 2023,Vacant Lot,A,C. B. 5201 KENNERLY50 FT X 105 FTLINCOLN HGTS ADDNBLOCK 3 LOT 23-24,Lot,,,,,,5252
52029610000,5725,,MAFFITT,AV,,5725   MAFFITT AV ,13,50,Wells Goodfellow,5725,,5725,,,Vacant Lot,A,C. B. 5202 MAFFITT25 FT X 105 FTLINCOLN HTS. ADDNLOT 17,Lot,,0,,,,2626
51269340000,5441,,WREN,AV,,5441   WREN AV ,13,72,Walnut Park East,5441,,5441,,vacant lot w/ green lien,Vacant Lot,A,C.B.5126 WREN30 FT X 138 FT 6 INWALNUT PARK ADDNBLOCK-12 LOT-W-8,Lot,,0,,,,4143
37169370000,4507,,COTTAGE,AV,,4507   COTTAGE AV ,12,56,Greater Ville,4507,,4507,,,Vacant Lot,A,C. B. 3716 COTTAGE24 FT 3 IN X 41 FT 4 3/4 INST LOUIS PUB SCH ADDNBND E 64 FT 6 IN W WL TAYLOR,Lot,,0,Yes,,,984
37229130000,4511,,DR MARTIN LUTHER KING,DR,,4511   DR MARTIN LUTHER KING DR ,12,56,Greater Ville,4511,,4511,,,Vacant Lot,C,C B 3722 DR MARTIN LUTHER KING DR50 FT X 124 FTWASH ESTATE ADDNLOT PT 3BND N ALLEY E MANDEL  S EASTON W FARRING,Lot,,0,,,,6191
11559050000,3252,N,19TH,ST,,3252  N 19TH ST ,14,65,Hyde Park,3252,,3252,,2 story 2 unit brick,Residential,A,C. B. 1155 19TH ST32 FT 10 1/2 INX 159 FT 05 / 8 IN / 167 FTFARRARS ADDNBLK 6 LOTS 15 S-14,Building,,2,,,,5361
55609220000,4961,,ARLINGTON,AV,,4961   ARLINGTON AV ,13,71,Mark Twain,4961,,4961,,VACANT LOT,Vacant Lot,A,C.B.5560 ARLINGTON25 FT X 125 FTW HARNEY HTS ADDNBLOCK 12LOT 3,Lot,,,,,,3132
55299420000,5433,,GENEVIEVE,AV,,5433   GENEVIEVE AV ,13,72,Walnut Park East,5433,,5433,,1 story 1 unit brick,Residential,A,C.B. 5529 GENEVIEVE AVE25 FT X 125 FTFLORISSANT ADDNBLOCK 6LOT 46,Building,,1,,,,3110
44689055000,4324,W,LABADIE,AV,,4324  W LABADIE AV ,12,56,Greater Ville,4324,,4324,,,Vacant Lot,C,C. B. 4468 S LABADIE25 FT X 147 FT 5 INCLAGGETTS 2ND ADDNBLOCK 8 LOT 25,Lot,,0,,,,3686
23919060000,3630,,PALM,ST,,3630   PALM ST ,11,59,Jeff Vanderlou,3630,,3634,,,Vacant Lot,,C. B. 2391 PALM50 FT X 162 FTLINDELLS ADDNBLOCK 8LOT 17,Lot,,0,,,,8116
24029060000,4018,N,22ND,ST,,4018  N 22ND ST ,14,65,Hyde Park,4018,,4018,,,Vacant Lot,C,C. B. 2402 22ND ST25 FT X 143 FT.WALKER ADDN.BLOCK 1LOT 13,Lot,,0,,,,3568
24719180000,1413,,OBEAR,AV,,1413   OBEAR AV ,14,66,College Hill,1413,,1413,,,Vacant Lot,A,C. B. 2471 OBEAR25 FT X 110 FTBRYAN EST 2ND ADDNBLOCK 37 LOT W-13,Lot,,0,,,,2745
55249070000,5518,,THRUSH,AV,,5518   THRUSH AV ,13,72,Walnut Park East,5518,,5518,,VACANT LOT,Vacant Lot,A,C. B. 5524 THRUSH40 FT X 125 FTFLORISSANT AVE HILLS ADDNBLOCK 1LOT 32 W 33,Lot,,,,,,4987
37889380000,5079,,WELLS,AV,,5079   WELLS AV ,10,51,Academy,5079,,5079,,,Vacant Lot,C,C B 3788 WELLS AVE25 FT X 116 FT 5 INLUCAS & HUNT ADDNBLOCK 7 LOT E 16,Lot,,0,,,,2880
37929190000,5158,,MINERVA,AV,,5158   MINERVA AV ,10,51,Academy,5158,,5158,,2 story 2 unit brick,Residential,A,C B 3792 MINERVA AVE25 FT X 171 FTLUCAS & HUNT ADDNBLOCK 11LOT E45,Building,,2,,,,4227
55699130000,5238,,DAVISON,AV,,5238   DAVISON AV ,13,72,Walnut Park East,5238,,5238,,1 story 1 unit frame,Residential,A,C.B.5569 DAVISON AVE30 FT X 125 FTSTRODTMAN W HARNEY HTS ADDNLOT 13,Building,,1,,,,3764
53209280000,4961,,BEACON,AV,,4961   BEACON AV ,13,72,Walnut Park East,4961,,4961,,1 story 1 unit brick,Residential,C,CB 5320 BEACON AVE25 FT X 125 FTSTRODT HILL ADDNBLK 4 LOT S-6 N-7,Building,,1,,,,3124
53229200000,5077,,GENEVIEVE,AV,,5077   GENEVIEVE AV ,13,72,Walnut Park East,5077,,5077,,2 story 2 unit brick,Residential,A,C. B. 5322 GENEVIEVE45 FT 10 IN X 125 FTFLORISSANT AVE HILLS ADDNBLOCK 12 LOT 45,Building,,2,,,,5659
49149690000,5741,,LOTUS,AV,,5741   LOTUS AV ,13,50,Wells Goodfellow,5741,,5741,,,Vacant Lot,A,C. B. 4914 LOTUS30 FT X 160 FTGARFIELD PL ADDNLOT 8,Lot,,0,,,,4800
52929190000,4956,,DAVISON,AV,,4956   DAVISON AV ,13,72,Walnut Park East,4956,,4956,,1 story 1 unit brick,Residential,C,C.B. 5292 DAVISON ST30 FT X 125 FTSTRODTMAN HEIGHTS ADDNBLOCK 2LOT 19,Building,,1,,,,3724
51219040000,5216,,WREN,AV,,5216   WREN AV ,13,72,Walnut Park East,5216,,5216,,,Vacant Lot,C,C.B.5121 WREN50 FT X 138 FT 6 INWALNUT PARK ADDNBLOCK 16LOT 20,Lot,,0,,,,6955
45139225000,5363,,THEODOSIA,AV,,5363   THEODOSIA AV ,12,50,Wells Goodfellow,5363,,5363,,,Vacant Lot,A,C.B. 4513A?1 THEODOSIA25 FT X 138 FT 11 INJ D PATTONS AMD ADDLOT W-29,Lot,Yes,0,,,,3474
45139175000,5337,,THEODOSIA,AV,,5337   THEODOSIA AV ,12,50,Wells Goodfellow,5337,,5337,,Demolished: 2 story frame,Vacant Lot,A,C.B. 4513A THEODOSIA AV25 FT X 138 FT 11 1/4 INAMD PLAT PATTONS ADDNLOT E-34,Lot,,0,,,,3474
49919390000,5819,,THEODOSIA,AV,,5819   THEODOSIA AV ,13,50,Wells Goodfellow,5819,,5821,,,Vacant Lot,C,C. B. 4991 THEODOSIA50 FT 2 1/4 IN / 50 FT 1 1/8 IN X124 FT 1 1/3 IN / 123 FT 6 1/4 INMT AUBURN ADDNLOT 17,Lot,,0,,,,6224
49919410000,5829,,THEODOSIA,AV,,5829   THEODOSIA AV ,13,50,Wells Goodfellow,5829,,5829,,,Vacant Lot,C,C. B. 4991 THEODOSIA AVE50 FT 2 IN X 122 FT 11 INMT AUBURN ADDNLOT 15,Lot,,0,,,,6144
44849020000,4848,,LABADIE,AV,,4848   LABADIE AV ,12,55,Kingsway East,4848,,4850,,,Vacant Lot,A,C.B.4484 N LABADIE AVE42 FT X 125 FT 5 INGRATZ ADDNLOT N E 47,Lot,,0,,,,5231
44849030000,4844,,LABADIE,AV,,4844   LABADIE AV ,12,55,Kingsway East,4844,,4844,,2 story 2 unit brick,Residential,A,"C.B.4484 N LABADIE33 FT 4 IN X 124 FT 4 INGREEN & BERRYS ADDNLOT W45,E46",Building,,2,,,,4149
44789570000,4753,,NORTHLAND,AV,,4753   NORTHLAND AV ,12,55,Kingsway East,4753,,4753,,2.5 story 2 unit brick,Vacant Lot,A,C.B. 4478 2 NORTHLAND25 FT X 133 FTANDERSONS ADDNLOT W-11,Lot,,,,,,3336
44719090000,4642,,COTTAGE,AV,,4642   COTTAGE AV ,12,56,Greater Ville,4642,,4642,,,Vacant Lot,A,C. B. 4471 COTTAGE AVE14 FT 9 IN X 130 FT 8 1/2 INSELLS ADDNLOT W-32 & E-33,Lot,,0,,,,1929
44789540000,4747,,NORTHLAND,AV,,4747   NORTHLAND AV ,12,55,Kingsway East,4747,,4747,,2 story 1 unit brick,Vacant Lot,A,C.B. 4478 2 NORTHLAND24 FT X 133 FTANDERSON ADDNLOT PT 10BND E-450 FT W OF MARCUS AVE,Lot,,,,,,3204
44789610000,4763,,NORTHLAND,AV,,4763   NORTHLAND AV ,12,55,Kingsway East,4763,,4763,,1 story 1 unit brick,Vacant Lot,A,C.B. 4478 1 NORTHLAND AV25 FT X 133 FTL E ANDERSONS ADDNLOT W 13,Lot,,,,,,3333
44709310000,4659,,COTTAGE,AV,,4659   COTTAGE AV ,12,56,Greater Ville,4659,,4659,,2 story 1 unit frame,Vacant Lot,A,C. B. 4470 COTTAGE30 FT X 134 FT 9 INCOTTAGE PL ADDNLOT W 14,Lot,,,,,,3969
44679200000,3117,,WHITTIER,ST,,3117   WHITTIER ST ,12,56,Greater Ville,3117,,3117,,1 story 1 unit brick,Residential,A,C. B. 4467 E WHITTIER25 FT X 117 FT 6 INN CHOUTEAU PL ADDNBLOCK 2 LOT 45,Building,,1,,,,2976
44999175000,5133,,TERRY,AV,,5133   TERRY AV ,12,52,Kingsway West,5133,,5133,,1 story 1 unit brick,Residential,A,C.B. 4499 N TERRY25 FT 9 IN X 140 FTCOTE BRILLIANTE ADDNLOT PT 52BD E-160 FT W OF EL LOT 52,Building,,1,,,,3655
44419270000,4125,W,LEXINGTON,AV,,4125  W LEXINGTON AV ,12,56,Greater Ville,4125,,4125,,2 story 2 unit brick,Residential,A,C. B. 4441EB LEXINGTON AVE65 FT 3 1/2 IN X 178 FT 6 INCLAYS ORCHARD TRACT ADDNLOT E-4,Building,,2,Yes,,,11679
44409045000,4146,,LEXINGTON,AV,,4146   LEXINGTON AV ,12,56,Greater Ville,4146,,4146,,,Vacant Lot,A,C. B. 4440EA LEXINGTON AVE25 FT X 179 FT 3 INJ B CLAY=S ADDNLOT 12,Lot,,0,,,,4510
44279230000,4115,,HARRIS,AV,,4115   HARRIS AV ,11,68,O'Fallon,4115,,4115,,,Vacant Lot,A,C. B. 4427 HARRIS21 FT 2 INX 127 FT 10 1/2 IN / 127 FT 10 5/8 INNORTHERN CENTRAL ADDNLOT 27 BLK 2,Lot,,0,,,,2641
37029410000,1800,N,TAYLOR,AV,,1800  N TAYLOR AV ,12,57,The Ville,1800,,1810,,,Vacant Lot,C,"C B 3702 TAYLOR AV113 FT 2 IN / IRREG X 93 FT / IRREGWASHINGTON 3RD ADDNLOTS W-1, NW-2, S-3",Lot,,0,Yes,,,11301
37149540000,4591,,MAFFITT,AV,,4591   MAFFITT AV ,12,56,Greater Ville,4591,,4591,,vacant lot,Vacant Lot,A,C. B. 3714 MAFFITT30 FT X 145 FTTAYLOR ADDNBLOCK 5 LOT W 36 E 37,Lot,,,,,,4350
37109305000,4517,,LABADIE,AV,,4517   LABADIE AV ,12,56,Greater Ville,4517,,4521,,,Vacant Lot,A,C. B. 3710 B LABADIE64 FT X 160 FTCLAGG 2ND ADDNBLOCK 2 LOT 7 8,Lot,,0,Yes,,,10258
37029430000,1814,N,TAYLOR,AV,,1814  N TAYLOR AV ,12,57,The Ville,1814,,1814,,,Vacant Lot,C,C. B. 3702 TAYLOR AVE26 FT X 150 FTWASHINGTON ESTATE 2ND ADDNLOT N 3,Lot,,0,,,,3900
37029450000,1820,N,TAYLOR,AV,,1820  N TAYLOR AV ,12,57,The Ville,1820,,1820,,,Vacant Lot,C,C. B. 3702 TAYLOR AVE25 FT X 150 FTWASH 3RD ADDNBLOCK-3 LOT-N-4,Lot,,0,,,,3769
37059200000,4401,,ST FERDINAND,AV,,4401   ST FERDINAND AV ,12,57,The Ville,4401,,4401,,,Vacant Lot,C,C. B. 3705 ST FERDINAND25 FT X 134 FT 6 INWASH EST ADDNBLOCK 6 LOT E-17,Lot,,0,,,,3353
36969220000,4307,,GARFIELD,AV,,4307   GARFIELD AV ,12,57,The Ville,4307,,4307,,,Vacant Lot,C,C. B. 3696 GARFIELD25 FT X 130 FT 6 INWASH E ST 3RD ADDNBLOCK-11 LOT-13,Lot,,0,,,,3235
35439100000,2112,,ADELAIDE,AV,,2112   ADELAIDE AV ,11,68,O'Fallon,2112,,2112,,Demolished: 2 story brick,Vacant Lot,A,C B 3543 ADELAIDE AV40 FT X 142 FT 6 INGREEN & BERRY ADDNLOT 29-E-30,Lot,,0,,,,5700
37889430000,5091,,WELLS,AV,,5091   WELLS AV ,10,51,Academy,5091,,5091,,,,,C B 3788 WELLS AVE25 FT X 120 FT 6 INLUCAS & HUNT ADDNLOT W 18,,,,,,,2949
37889440000,5093,,WELLS,AV,,5093   WELLS AV ,10,51,Academy,5093,,5099,,,Vacant Lot,C,C B 3788 WELLS80 FT / 88 FT 3 1/2 IN X83 FT / 80 FT 6 7/8 INLOT S 19,Lot,,0,,,,6777
24839160000,4315,,OBEAR,AV,,4315   OBEAR AV ,11,67,Fairground Neighborhood,4315,,4315,,,Vacant Lot,A,C. B. 2483 OBEAR50 FT X 107 FT 6 INBRYANS ADDNBLK 53 LOT 11,Lot,,0,,,,5402
24839170000,4309,,OBEAR,AV,,4309   OBEAR AV ,11,67,Fairground Neighborhood,4309,,4309,,,Vacant Lot,A,C. B. 2483 OBEAR25 FT X 107 FT 6 INBRYANTS ADDNBLK 53 LOT N 12,Lot,,0,,,,2699
24839180000,4307,,OBEAR,AV,,4307   OBEAR AV ,11,67,Fairground Neighborhood,4307,,4307,,,Vacant Lot,A,C. B. 2483 OBEAR25 FT X 107 FT 6 INBYYRONS ADDNBLK 53 LOT S 12,Lot,,0,,,,2698
24899190000,3627,,LEE,AV,,3627   LEE AV ,11,67,Fairground Neighborhood,3627,,3627,,,Vacant Lot,C,C. B. 2489 LEE AVE25 FT X 105 FTVANDEVENTER ADDNBLK 1 LOT 22,Lot,,0,,,,2625
11249090000,1301,,WARREN,ST,,1301   WARREN ST ,14,63,Old North St. Louis,1301,,1303,,,Vacant Lot,,CB 1124 WARREN42 FT X 112 FT 6 INWRIGHT ADDNBLOCK 2 LOT E-1,Lot,,0,,,,4725
24869140000,4242,,JOHN,AV,,4242   JOHN AV ,11,67,Fairground Neighborhood,4242,,4242,,,Vacant Lot,A,C. B. 2486 JOHN25 FT X 107 FT 6 INBRYANS 2ND ADDNBLK 55 LOT S-9,Lot,Yes,0,,,,2679
24289070000,4214,,PECK,ST,,4214   PECK ST ,14,67,Fairground Neighborhood,4214,,4214,,,Vacant Lot,A,C. B. 2428 PECK ST25 FT X 120 FTCARDINAL TRACT ADDNBLK 3 LOT 7,Lot,,0,,,,3000
24359510000,2119,,PENROSE,ST,,2119   PENROSE ST ,14,65,Hyde Park,2119,,2121,,2 story 4 unit brick,Vacant Lot,A,C. B. 2435 PENROSE ST40 FT X 100 FTWEBER SUB ADDNBND E 176 FT 9 IN W OF 21ST,Lot,,,,,,4002
24439050000,4312,N,19TH,ST,,4312  N 19TH ST ,14,66,College Hill,4312,,4312,,,Vacant Lot,C,C. B. 2443 19TH ST25 FT X 130 FTBISSELL PARK ADDNLOT PT 3BND S 115 FT N OF FERRY,Lot,,0,,,,3250
16559380000,2225,,CHIPPEWA,ST,,2225   CHIPPEWA ST ,8,18,Marine Villa,2225,,2225,,2 story 1 unit brick - demolished 2024,Vacant Lot,A,C. B. 1655 CHIPPEWA24 FT X 135 FTKALBFLEISCH ADDNLOT E-11,Lot,,,,,,3211
13399185000,2031,,RUSSELL,BLVD,,2031   RUSSELL BLVD ,8,23,McKinley Heights,2031,,2031,,,Vacant Lot,A,CB 1339 RUSSELL BLVD5 FT X 142 FTALLENS LAFAYETTE ADDNLOT E-27,Lot,,0,Yes,,,735
11809065000,1508,,MALLINCKRODT,ST,,1508 R  MALLINCKRODT ST ,14,65,Hyde Park,1508,R,1508,R,vacant lot,Vacant Lot,A,CB 1180 ALLEY40 FT X 90 FEETFARRARS ADDNBOUND NORTH 90 FT SO OF MALLINKRODT,Lot,,,,,,3600
11369010000,3114,N,20TH,ST,,3114  N 20TH ST ,14,63,Old North St. Louis,3114,,3114,,,Vacant Lot,C,C. B. 1136 20TH ST84 FT X 25 FTEAST UNION ADDNBLOCK 11 LOT S-1,Lot,,0,,,,2088
37209440000,4545,,COTE BRILLIANTE,AV,,4545   COTE BRILLIANTE AV ,12,56,Greater Ville,4545,,4545,,,Vacant Lot,C,C. B. 3720 COTE BRILLIANTE35 FT X 130 FT 6 INTERRY PL ADDNLOT E-25,Lot,,0,,,,4571
37739475000,4731,,VERNON,AV,,4731   VERNON AV ,10,54,Lewis Place,4731,,4733,,,Vacant Lot,A,C. B. 3773 VERNON AVE37 FT 6 IN X 105 FT 9 INPAGE AVE ADDNLOT SE26 SW27,Lot,,0,,,,3889
37919030000,5092,,MINERVA,AV,,5092   MINERVA AV ,10,51,Academy,5092,,5092,,,Vacant Lot,C,C B 3791 MINERVA25 FT X 147 FTLUCAS HUNT ADDNBLOCK 10LOT E 23 & W 24,Lot,,0,,,,3732
11139125000,1401,,NORTH MARKET,ST,,1401   NORTH MARKET ST ,14,63,Old North St. Louis,1401,,1401,,,Vacant Lot,C,C.B. 1113 N MARKET34 FT X 113.02 FT0.088 ACSN MARKET ST RESUBDNLOT 4,Lot,,0,,,,3845
11289010000,1224,,HEBERT,ST,,1224   HEBERT ST ,14,63,Old North St. Louis,1224,,1224,,,Vacant Lot,A,C. B. 1128 HEBERT ST27 FT 3 IN X 162 FT 7 INELLMAN ADDNBLOCK 8LOT W1,Lot,,0,,,,4205
36729380000,4237,,ST LOUIS,AV,,4237   ST LOUIS AV ,12,56,Greater Ville,4237,,4237,,,Vacant Lot,A,C B 3672 ST LOUIS AV35 FT X 142 FT 6 INCHOUTEAU PL ADDNLOT 15 W-14,Lot,,0,,,,5001
36849035000,4274,,GARFIELD,AV,,4274   GARFIELD AV ,12,57,The Ville,4274,,4274,,,Vacant Lot,A,CB 3684 GARFIELD AV35 FT X 119 FT 3 IN/123 FT 6 INWASH EST ADDNBLOCK 15 LOT PT N-3,Lot,,0,,,,4237
37059390000,2504,N,TAYLOR,AV,,2504  N TAYLOR AV ,12,57,The Ville,2504,,2504,,,Vacant Lot,C,C. B. 3705 TAYLOR AVE75 FT X 150 FTWASH 3RD ADDN BLOCK 6BD S-25 FT N OF ST FERDINAND,Lot,,0,Yes,,,11250
37129260000,2808,,MARCUS,AV,,2808   MARCUS AV ,12,56,Greater Ville,2808,,2808,,,Vacant Lot,A,C. B. 3712 MARCUS AVE25 FT X 150 FTTAYLORS ADDNBLOCK 5 LOT 64,Lot,,0,,,,3753
37209480000,4559,,COTE BRILLIANTE,AV,,4559   COTE BRILLIANTE AV ,12,56,Greater Ville,4559,,4559,,,Vacant Lot,C,C. B. 3720 COTE BRILLIANTE25 FT X 130 FT 6 INTERRY PL ADDNLOT E 28,Lot,Yes,0,,,,3269
42389290000,7951,,CHURCH,RD,,7951   CHURCH RD ,12,74,Baden,7951,,7951,,vacant lot w/ green lien,Vacant Lot,A,C. B. 4238 CHURCH RD31 FT X 130 FTOBERBECKS ADDNLOT PT 20BND S 465 FT N OF CHRISTIAN,Lot,,0,,,,4022
44639120000,4432,,ASHLAND,AV,,4432   ASHLAND AV ,12,56,Greater Ville,4432,,4432,,1 story 1 unit brick,Residential,A,C. B. 4463 ASHLAND30 FT X 135 FT 5 INCLAYS OR TR ADDNLOT PT 9BND E 305 FT W NEWSTEAD,Building,,1,,,,4065
44719150000,2523,,CORA,AV,,2523   CORA AV ,12,56,Greater Ville,2523,,2525,,,Vacant Lot,A,"C. B. 4471 CORA AVE55FT 8 IN X 85 FTSELLS ADDNLOTS 17,20,21,24 & E 5FT LOT 25",Lot,,0,,,,4711
